,titulo,tipo_propiedad,dias_publicacion,fecha_extracción,ubicacion,valor_A,valor_B,valor_m2_prop,valor_m2_comuna,Superficie total,Superficie útil,Dormitorios,Baños,Estacionamientos,Gastos comunes,Antigüedad,Bodegas,Departamentos por piso,Orientación,Número de piso de la unidad,Cantidad de pisos
667,Excelente Depto,Departamento,Publicado hace 46 días,2021-07-01,"Nuncio Laghi 5400 - 5700, Diagonal Oriente, Ñuñoa, RM (Metropolitana)",600.000,,"0,31 UF/m²","0,25 UF/m²",65 m²,65 m²,2,2,1,80000 CLP,,,,,,
668,"Departamento Nuevo Ñuñoa, Metro Santa Isabel E Irarrazaval",Departamento,Publicado hace 45 días,2021-07-01,"Vicuña Mackenna 600 - 900, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",380.000,,"0,32 UF/m²","0,31 UF/m²",39.37 m²,33.02 m²,1,1,1,50000 CLP,1 años,,,,,
669,Departamento Plaza Egaña,Departamento,Publicado hace 45 días,2021-07-01,"Irarrázaval 5100 - 5400, Plaza Egaña, Ñuñoa, RM (Metropolitana)",400.000,,"0,38 UF/m²","0,31 UF/m²",35 m²,32 m²,1,1,1,,,,,,,
670,Espectacular Departamento - Plaza Ñuñoa,Departamento,Publicado hace 45 días,2021-07-01,"Jorge Washington 300 - 600, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",580.000,,"0,24 UF/m²","0,24 UF/m²",80 m²,80 m²,3,2,1,,,,,,,
671,Excelente Depto Nuevo Metro M. Eyzaguirre.,Departamento,Publicado hace 45 días,2021-07-01,"Avenida Manuel Montt 2400 - 2700, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",530.000,,"0,34 UF/m²","0,32 UF/m²",53 m²,45 m²,2,2,1,,,,,,,
672,Hermoso Depto 2 Dormitorios Portal Nuñoa,Departamento,Publicado hace 45 días,2021-07-01,"Avenida Grecia 3300, Juan Gómez Millas, Ñuñoa, RM (Metropolitana)",470.000,,"0,25 UF/m²","0,25 UF/m²",63 m²,53 m²,2,2,1,,,,,,,
673,Metro Simon Bolivar // Pucará,Departamento,Publicado hace 45 días,2021-07-01,"Pucará 5100 - 5400, Metro Simón Bolivar, Ñuñoa, RM (Metropolitana)",570.000,,"0,29 UF/m²","0,25 UF/m²",67 m²,59 m²,2,2,1,,,,,,,
674,A Pasos Del Mall Plaza Egaña,Departamento,Publicado hace 45 días,2021-07-01,"Irarrazaval 5353, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",470.000,,"0,29 UF/m²","0,3 UF/m²",54 m²,54 m²,2,2,1,70000 CLP,,,,,,
675,Departamento Estilo Francés Como Nuevo,Departamento,Publicado hace 44 días,2021-07-01,"Francisco De Villagra S / N, Plaza Egaña, Ñuñoa, RM (Metropolitana)",630.000,,"0,22 UF/m²","0,25 UF/m²",95 m²,95 m²,2,2,2,,,,,,,
676,Excelente Departamento En Ñuñoa,Departamento,Publicado hace 44 días,2021-07-01,"Exequiel Fernandez 1 - 300, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",12,359.525,"0,35 UF/m²","0,31 UF/m²",35 m²,32 m²,1,1,1,,,,,,,
677,"Edo Castillo Velasco 3000 - 3100, Metro Chile España",Departamento,Publicado hace 44 días,2021-07-01,"Alcalde Eduardo Castillo Velasco 3000 - 3300, Estadio Nacional, Ñuñoa, RM (Metropolitana)",470.000,,"0,3 UF/m²","0,32 UF/m²",53 m²,50 m²,2,2,,,,,,,,
678,Departamento Ñuñoa 2d2b,Departamento,Publicado hace 44 días,2021-07-01,"Vicuña Mackenna 600 - 900, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",490.000,,"0,29 UF/m²","0,32 UF/m²",56.87 m²,47.7 m²,2,2,1,,1 años,,,,,
679,"Metro Plaza Egaña, Francisco De Villagra",Departamento,Publicado hace 44 días,2021-07-01,"Metro Plaza Egaña, Francisco De Villagra, Plaza Egaña, Ñuñoa, RM (Metropolitana)",550.000,,"0,25 UF/m²","0,25 UF/m²",75 m²,71 m²,2,2,,,,,,,,
680,Irarrazabal / E Concha ,Departamento,Publicado hace 44 días,2021-07-01,"Juan Enrique Concha 1 - 300, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",430.000,,"0,34 UF/m²","0,31 UF/m²",42 m²,38 m²,1,1,1,,,,,,,
681,Metro Ñuñoa,Departamento,Publicado hace 43 días,2021-07-01,"Villaseca 1 - 300, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",550.000,,"0,23 UF/m²","0,25 UF/m²",80 m²,80 m²,2,2,1,90000 CLP,,,,,,
682,General Bustamante 772 - Depto 3o1  A  Comuna Ñuñoa.,Departamento,Publicado hace 43 días,2021-07-01,"General Bustamante 600 - 900, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",280.000,,"0,36 UF/m²","0,31 UF/m²",26 m²,26 m²,1,1,,25000 CLP,,,,,,
683,Recién Pintado.,Departamento,Publicado hace 43 días,2021-07-01,"Holanda 3607 - Departamento 305b, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",380.000,,"0,26 UF/m²","0,31 UF/m²",50.1 m²,43 m²,1,1,1,,,,,,,
684,"Hermoso Departamento, Excelente Conectividad ",Departamento,Publicado hace 43 días,2021-07-01,"Heriberto Covarrubias 1 - 300, Plaza Egaña, Ñuñoa, RM (Metropolitana)",500.000,,"0,28 UF/m²","0,3 UF/m²",60 m²,55 m²,2,2,1,,,,,,,
685,Acogedor Departamento Con Dos Dormitorios,Departamento,Publicado hace 42 días,2021-07-01,"Antonio Varas 2100 - 2400, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",550.000,,"0,26 UF/m²","0,25 UF/m²",71 m²,60 m²,2,2,1,,,,,,,
686,"Espectacular Departamento, Impecable",Departamento,Publicado hace 42 días,2021-07-01,"Simon Bolivar 3000 - 3300, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",550.000,,"0,23 UF/m²","0,26 UF/m²",80 m²,75 m²,2,1,1,,,,,,,
687,Departamento Remodelado Incluye Estacionamiento ,Departamento,Publicado hace 42 días,2021-07-01,"Suecia 2700 - 3000, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",470.000,,"0,27 UF/m²","0,26 UF/m²",59 m²,59 m²,2,1,,,,,,,,
688,Departamento Remodelado ,Departamento,Publicado hace 42 días,2021-07-01,"Suecia 2700 - 3000, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",440.000,,"0,25 UF/m²","0,26 UF/m²",59 m²,59 m²,2,1,,,,,,,,
689,Metro Villa Frei- 1 Dormitorio,Departamento,Publicado hace 42 días,2021-07-01,"Jorge Alcalde Monckeberg 35, Villa Frei, Ñuñoa, RM (Metropolitana)",340.000,,"0,29 UF/m²","0,31 UF/m²",40 m²,36 m²,1,1,,,,,,,,
690,Departamento Nuevo 1 Dormitorio Con Estacionamiento Metro ,Departamento,Publicado hace 42 días,2021-07-01,"Los Aliaga 5500, Diagonal Oriente, Ñuñoa, RM (Metropolitana)",450.000,,"0,28 UF/m²",,55 m²,55 m²,1,1,1,,,,,,,
691,Plaza Ñuñoa,Departamento,Publicado hace 41 días,2021-07-01,"Plaza Ñuñoa, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",550.000,,"0,26 UF/m²","0,25 UF/m²",70 m²,65 m²,2,2,1,,,,,,,
692,Estacionamiento Y Bodega- Metro-mall- Irarrázaval,Departamento,Publicado hace 41 días,2021-07-01,"Los Cerezos 1 - 300, Villa Frei, Ñuñoa, RM (Metropolitana)",400.000,,"0,34 UF/m²","0,31 UF/m²",40 m²,37 m²,1,1,1,,,,,,,
693,"Dpto. 4to.piso, 3 Dorm, Irarrázaval/san Jorge, Pasos Metro. ",Departamento,Publicado hace 41 días,2021-07-01,"Irarrazaval 4800 - 5100, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",550.000,,"0,23 UF/m²","0,24 UF/m²",81 m²,75 m²,3,2,1,75000 CLP,,,,,,
694,"Arriendo Luminoso Departamento, Metro Ñuble.",Departamento,Publicado hace 40 días,2021-07-01,"Vicuña Mackenna 1800 - 2100, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",360.000,,"0,27 UF/m²","0,3 UF/m²",45 m²,45 m²,2,1,,60000 CLP,,,,,,
695,Suecia/sucre Luminoso Dpto. 1er Piso,Departamento,Publicado hace 39 días,2021-07-01,"Suecia 2700 - 3000, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",460.000,,"0,25 UF/m²","0,25 UF/m²",62 m²,60 m²,2,2,1,,,,,,,
696,"Dpto 3 Hab 2 Baños En Ñuñoa, Amoblado",Departamento,Publicado hace 38 días,2021-07-01,"Los Talaveras 1 - 300, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",750.000,,"0,25 UF/m²",,102 m²,102 m²,3,2,2,110000 CLP,4 años,,,,,
697,"A Pasos Del Metro, Dpto De 1h/1b-est Y Bodega",Departamento,Publicado hace 2 días,2021-07-01,"Irarrázaval 1 - 300, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",420.000,,"0,36 UF/m²","0,31 UF/m²",39 m²,33 m²,1,1,1,59000 CLP,,,,,,
698,"A Pasos Del Metro, Dpto De 1h/1b-est Y Bodega",Departamento,Publicado hace 2 días,2021-07-01,"Irarrázaval 1 - 300, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",420.000,,"0,36 UF/m²","0,31 UF/m²",39 m²,33 m²,1,1,1,59000 CLP,,,,,,
699,"A Pasos Del Metro, Dpto De 1h/1b-est Y Bodega",Departamento,Publicado hace 2 días,2021-07-01,"Irarrázaval 1 - 300, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",420.000,,"0,36 UF/m²","0,31 UF/m²",39 m²,33 m²,1,1,1,59000 CLP,,,,,,
700,Hermoso Departamento En Excelente Ubicacion,Departamento,Publicado hace 38 días,2021-07-01,"Estrella Solitaria 4800 - 5100, Plaza Egaña, Ñuñoa, RM (Metropolitana)",480.000,,"0,21 UF/m²","0,25 UF/m²",76 m²,68 m²,2,2,1,110000 CLP,,1,,P,3,
701,Excelente Departamento; Metro Chile España ,Departamento,Publicado hace 38 días,2021-07-01,"Irarrázaval 3300 - 3600, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",430.000,,"0,39 UF/m²","0,31 UF/m²",37 m²,37 m²,1,1,1,,,,,,,
702,Irarrazaval ,Departamento,Publicado hace 37 días,2021-07-01,"Irarrazabal 3300 - 3600, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",310.000,,"0,39 UF/m²","0,31 UF/m²",27 m²,27 m²,1,1,,,,,,,,
703,"Departamento De Dos Dormitorios, 1 Baño, 1 Estacionamiento",Departamento,Publicado hace 37 días,2021-07-01,"Suecia 3300 - 3600, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",490.000,,"0,26 UF/m²",,64 m²,60 m²,1,1,1,80000 CLP,,,,NP,,
704,"Hermoso Departamento, Excelente Conectividad ",Departamento,Publicado hace 37 días,2021-07-01,"Heriberto Covarrubias 1 - 300, Plaza Egaña, Ñuñoa, RM (Metropolitana)",500.000,,"0,28 UF/m²","0,3 UF/m²",60 m²,55 m²,2,2,1,,,,,,,
705,Arriendo Departamento 2 Dormitorios En Ñuñoa ,Departamento,Publicado hace 37 días,2021-07-01,"Avenida Manuel Montt 2400 - 2700, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",550.000,,"0,23 UF/m²","0,25 UF/m²",80.5 m²,75 m²,2,2,1,120000 CLP,,,,,,
706,Departamento Amoblado Plaza Ñuñoa,Departamento,Publicado hace 37 días,2021-07-01,"Irarrázaval 3300 - 3600, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",650.000,,"0,3 UF/m²","0,25 UF/m²",74 m²,74 m²,2,2,1,,,,,,,
707,A Dos Cuadras Plaza Ñuñoa,Departamento,Publicado hace 37 días,2021-07-01,"Alonso De Ercilla 3000 - 3300, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",700.000,,"0,27 UF/m²","0,25 UF/m²",88 m²,79 m²,2,2,1,,,,,,,
708,"Excelente Departamento, Entre Metro Ñuñoa Y Mons.",Departamento,Publicado hace 37 días,2021-07-01,"Irarrázaval 1989, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",485.000,,"0,23 UF/m²","0,25 UF/m²",71.89 m²,56.14 m²,2,2,1,,,,,,,
709, Deptos Nuevos A Estrenar En Plaza Egaña Edificio Sky100 ,Departamento,Publicado hace 37 días,2021-07-01,"Plaza Egaña 100, Plaza Egaña, Ñuñoa, RM (Metropolitana)",15,445.692,"0,33 UF/m²","0,31 UF/m²",45 m²,37 m²,1,1,,,,,,,,
710,Amplio Departamento En Barrio Residencial De Ñuñoa,Departamento,Publicado hace 17 días,2021-07-01,"Amapolas 4151 - Departamento 507, Amapolas, Ñuñoa, RM (Metropolitana)",550.000,,"0,26 UF/m²","0,25 UF/m²",71 m²,63 m²,2,2,1,,,,,,,
711,Av Grecia,Departamento,Publicado hace 36 días,2021-07-01,"Avenida Grecia 3348 - Departamento 164, Juan Gómez Millas, Ñuñoa, RM (Metropolitana)",450.000,,"0,25 UF/m²","0,3 UF/m²",60 m²,60 m²,2,2,1,100000 CLP,,,,,,
712,"Hannover, Dpto Casi Nuevo, A Pasos Metro Plaza Egaña.",Departamento,Publicado hace 36 días,2021-07-01,"Hannover 5700 - 6000, Metro Simón Bolivar, La Reina, RM (Metropolitana)",450.000,,"0,33 UF/m²",,46 m²,46 m²,1,1,,,,,,,,
713,2 Dormitorios Grecia Con Exequiel Fernandez 1012,Departamento,Publicado hace 36 días,2021-07-01,"Exequiel Fernandez 900 - 1200, Estadio Nacional, Ñuñoa, RM (Metropolitana)",380.000,,"0,23 UF/m²","0,3 UF/m²",55 m²,50 m²,2,1,,37000 CLP,1965 años,,3,,1,4
714,"Hermoso Depto, Excelente Conectividad ",Departamento,Publicado hace 35 días,2021-07-01,"Holanda 3600 - 3900, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",410.000,,"0,38 UF/m²","0,31 UF/m²",36 m²,32 m²,1,1,1,80000 CLP,,,,,,
715,"Hermoso Depto, Excelente Conectividad ",Departamento,Publicado hace 35 días,2021-07-01,"Holanda 3600 - 3900, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",410.000,,"0,38 UF/m²","0,31 UF/m²",36 m²,32 m²,1,1,1,80000 CLP,,,,,,
716,"Depto Nuevo, Moderno E Integrado En Barrio Residencial",Departamento,Publicado hace 35 días,2021-07-01,"Avenida Sucre 3000 - 3300, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",540.000,,"0,31 UF/m²","0,3 UF/m²",59.4 m²,51.12 m²,2,2,1,,,,,,,
717,Excelente Departamento En Arriendo En Pleno Corazon De,Departamento,Publicado hace 35 días,2021-07-01,"Avenida Sucre 2211, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",410.000,,"0,28 UF/m²","0,31 UF/m²",50 m²,45 m²,1,1,1,,,,,,,
718,"Metro Ñuble, Parque San Eugenio",Departamento,Publicado hace 35 días,2021-07-01,"San Eugenio 1551, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",350.000,,"0,39 UF/m²","0,31 UF/m²",30 m²,30 m²,1,1,1,,,,,,,
719,"Departamento En Arriendo, Plaza Egaña, Ñuñoa",Departamento,Publicado hace 34 días,2021-07-01,"Irarrázaval 5100 - 5400, Plaza Egaña, Ñuñoa, RM (Metropolitana)",480.000,,"0,29 UF/m²","0,32 UF/m²",55 m²,46 m²,2,2,1,60000 CLP,,,,,,
720,Seminario 763 Dp 813,Departamento,Publicado hace 34 días,2021-07-01,"Seminario 763 - Departamento 813, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",420.000,,"0,42 UF/m²","0,31 UF/m²",34 m²,32 m²,1,1,1,,,,,,,
721,Excelente Departamento Recien Pintado Tres Dormitorios ,Departamento,Publicado hace 34 días,2021-07-01,"Montenegro 2100 - 2400, Diego de Almagro, Ñuñoa, RM (Metropolitana)",670.000,,"0,2 UF/m²",,111 m²,96 m²,3,2,1,180000 CLP,,,,,,
722,Plaza Ñuñoa,Departamento,Publicado hace 2 días,2021-07-01,"Santa Julia 1 - 300, Parque Juan XXIII, Ñuñoa, RM (Metropolitana)",600.000,,"0,29 UF/m²","0,25 UF/m²",69 m²,60 m²,2,2,1,,,,,,,
723,Metro. Inés De Suarez ,Departamento,Publicado hace 33 días,2021-07-01,"Hernán Cortés 2100 - 2400, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",570.000,,"0,22 UF/m²","0,25 UF/m²",88 m²,78 m²,2,2,1,,,,,,,
724,Departamento 4 Dormitorios Barrio Residencial,Departamento,Publicado hace 32 días,2021-07-01,"Garcia Moreno 870 - Departamento 303, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",700.000,,"0,25 UF/m²",,93 m²,80 m²,4,3,1,,,,,,,
725,"Hermoso Y Acogedor Departamento Brown Norte, Ñuñoa",Departamento,Publicado hace 32 días,2021-07-01,"Brown Norte 562, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",350.000,,"0,29 UF/m²","0,31 UF/m²",40 m²,40 m²,1,1,1,,,,,,,
726,Departamento Exequiel Fernandez,Departamento,Publicado hace 31 días,2021-07-01,"Exequiel Fernandez 600 - 900, Estadio Nacional, Ñuñoa, RM (Metropolitana)",360.000,,"0,27 UF/m²","0,31 UF/m²",45 m²,45 m²,1,1,,80000 CLP,,,,,,
727,Se Arrienda Hermoso Y Amplio Departamento - Ñuñoa,Departamento,Publicado hace 31 días,2021-07-01,"Lincoyan 1500 - 1800, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",570.000,,"0,21 UF/m²","0,25 UF/m²",91 m²,70 m²,2,2,1,120000 CLP,,,,,,
728,Oportunidad!!!!!  Acogedor Departamento A Pasos De Metro ,Departamento,,2021-07-01,"Montenegro 2100 - 2400, Diego de Almagro, Ñuñoa, RM (Metropolitana)",600.000,,"0,26 UF/m²","0,24 UF/m²",77 m²,77 m²,3,2,2,,,,,,,
729,Depto 1 Dormitorio Metro Chile España,Departamento,Publicado hace 31 días,2021-07-01,"Irarrázaval 3600 - 3900, Parque Juan XXIII, Ñuñoa, RM (Metropolitana)",410.000,,"0,17 UF/m²",,80 m²,40 m²,1,1,,65000 CLP,,,,,,
730,"Con Estacionamiento, Plaza Zañartu",Departamento,Publicado hace 31 días,2021-07-01,"Zañartu 2400 - 2700, Estadio Nacional, Ñuñoa, RM (Metropolitana)",345.000,,"0,27 UF/m²","0,31 UF/m²",43 m²,38 m²,1,1,1,,,,,,,
731,Departamento Excelente Ubicación.,Departamento,Publicado hace 30 días,2021-07-01,"Departamento Excelente Ubicación., Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",350.000,,"0,29 UF/m²","0,31 UF/m²",40 m²,40 m²,1,1,,,,,,,,
732,Se Arrienda Dpto. Campus Oriente Uc,Departamento,Publicado hace 30 días,2021-07-01,"Regina Pacis 600 - 900, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",690.000,,"0,24 UF/m²","0,24 UF/m²",96 m²,87 m²,3,2,1,,,,,,,
733,"Excelente Departamento Amoblado Valor Incluye Gc, Ñuñoa, ",Departamento,Publicado hace 30 días,2021-07-01,"San Eugenio 1200 - 1500, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",500.000,,"0,28 UF/m²","0,26 UF/m²",60 m²,60 m²,2,1,1,,,,,,,
734,Estupendo Departamento Ñuñoa,Departamento,Publicado hace 29 días,2021-07-01,"Jose Manuel Infantes 2400 - 2700, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",550.000,,"0,31 UF/m²","0,3 UF/m²",60 m²,57 m²,2,2,1,140000 CLP,,,,,,
735,"Amplio Depto Studio Y Metro Chile España,",Departamento,Publicado hace 30 días,2021-07-01,"Exequiel Fernandez 90 - Departamento 716, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",350.000,,"0,29 UF/m²","0,31 UF/m²",41 m²,35 m²,1,1,1,70000 CLP,,,,,,
736,Gran Departamento De 1 Dormitorio ,Departamento,Publicado hace 30 días,2021-07-01,"Salvador 2100 - 2400, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",400.000,,"0,32 UF/m²","0,31 UF/m²",42 m²,36 m²,1,1,1,,,,,,,
737,Departamento Metro Chile España Jose Domingo Cañas,Departamento,Publicado hace 29 días,2021-07-01,"José Domingo Cañas 2850 - Departamento 603, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",490.000,,"0,22 UF/m²","0,25 UF/m²",76 m²,70 m²,2,2,1,,,,,,,
738,Duble Almeyda / Metro Chile España,Departamento,Publicado hace 29 días,2021-07-01,"Dublé Almeyda 3300 - 3600, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",580.000,,"0,27 UF/m²","0,25 UF/m²",72 m²,72 m²,2,2,1,100000 CLP,,,,,,
739,"Pasos Metro Irarrazaval, Centros Comerciales, Parque",Departamento,Publicado hace 29 días,2021-07-01,"General Bustamante 900 - 1200, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",400.000,,"0,25 UF/m²","0,3 UF/m²",53 m²,50 m²,2,1,,65000 CLP,,,,,,
740,Recién Remodelado Hernan Cortes Ñuñoa,Departamento,Publicado hace 29 días,2021-07-01,"Hernán Cortés 2939, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",495.000,,"0,26 UF/m²","0,25 UF/m²",64 m²,60 m²,2,2,,33000 CLP,,,,,,
741,Departamendo 2d 2b Estacionamiento,Departamento,Publicado hace 20 días,2021-07-01,"Rengo 900 - 1200, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",650.000,,"0,31 UF/m²","0,25 UF/m²",70 m²,70 m²,2,2,1,70000 CLP,,,,,,
742,Muy Buena Ubicación ,Departamento,Publicado hace 28 días,2021-07-01,"Nuncio Laghi 5400 - 5700, Diagonal Oriente, Ñuñoa, RM (Metropolitana)",400.000,,"0,28 UF/m²","0,31 UF/m²",48 m²,40 m²,1,1,1,,,,,,,
743,"Precioso Departamento Nuevo, Cercano Barrio Italia Y Metro.",Departamento,Publicado hace 28 días,2021-07-01,"Tucapel 1 - 300, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",370.000,,"0,31 UF/m²","0,31 UF/m²",40 m²,40 m²,1,1,,,,,,,,
744,Departamento 1 Dormitorios Con Logia Y Estacionamiento,Departamento,Publicado hace 28 días,2021-07-01,"Irarrázaval 5150 - Departamento 2003, Plaza Egaña, Ñuñoa, RM (Metropolitana)",385.000,,"0,3 UF/m²","0,31 UF/m²",43 m²,40 m²,1,1,1,,,,,,,
745,"Hermoso Depto, Excelente Conectividad ",Departamento,Publicado hace 28 días,2021-07-01,"Holanda 3600 - 3900, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",410.000,,"0,38 UF/m²","0,31 UF/m²",36 m²,32 m²,1,1,1,80000 CLP,,,,,,
746,"Hermoso Departamento, Excelente Conectividad ",Departamento,Publicado hace 28 días,2021-07-01,"Heriberto Covarrubias 1 - 300, Plaza Egaña, Ñuñoa, RM (Metropolitana)",500.000,,"0,28 UF/m²","0,3 UF/m²",60 m²,55 m²,2,2,1,,,,,,,
747,Lindo Depto En Un Gran Edificio Nuevo Metro Irarrazabal,Departamento,Publicado hace 28 días,2021-07-01,"Irarrázaval 200, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",570.000,,"0,33 UF/m²","0,3 UF/m²",58 m²,58 m²,2,2,1,,,,,,,
748,Acogedor Dpto 2 Dor-  E - Metro Monseñor Eyzaguirre,Departamento,Publicado hace 28 días,2021-07-01,"Duble Almeyda 1800 - 2100, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",480.000,,"0,25 UF/m²","0,25 UF/m²",65 m²,58 m²,2,2,1,,,1,,,,17
749,"Metro Chle España, Semi Nuevo, Desde 1 Agosto",Departamento,Publicado hace 17 días,2021-07-01,"Avenida José Pedro Alessandri 557 - Departamento 300 - 600, Estadio Nacional, Ñuñoa, RM (Metropolitana)",470.000,,"0,25 UF/m²","0,26 UF/m²",64 m²,57 m²,2,1,1,,,,,,,
750,Recién Pintado Primer Piso Con Espacio Lavadora Ropa ,Departamento,Publicado hace 27 días,2021-07-01,"Ricardo Lyon 3530, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",340.000,,"0,29 UF/m²","0,31 UF/m²",40 m²,40 m²,1,1,,55000 CLP,,,,,,
751,"Depto. Con Excelente Ubicación, Cercano Comercio,",Departamento,Publicado hace 27 días,2021-07-01,"(adm)irarrázaval 4345 - Departamento 900 - 1200, Villa Frei, Ñuñoa, RM (Metropolitana)",380.000,,"0,36 UF/m²","0,31 UF/m²",36 m²,36 m²,1,1,1,55000 CLP,,,,,,
752,"Impecable, Vista Despejada",Departamento,Publicado hace 27 días,2021-07-01,"Zañartu 2100 - 2400, Estadio Nacional, Ñuñoa, RM (Metropolitana)",420.000,,"0,27 UF/m²","0,32 UF/m²",53 m²,47 m²,2,2,1,,,,,,,
753,Se Arrienda Increíble Departamento En Nuñoa Cercano A,Departamento,Publicado hace 23 días,2021-07-01,"José Domingo Cañas 1 - 300, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",430.000,,"0,27 UF/m²","0,31 UF/m²",54 m²,50 m²,1,1,1,750000 CLP,,,,,,
754,2 Dormitorio 1 Baño Con Estacionamiento ,Departamento,Publicado hace 26 días,2021-07-01,"Avenida José Pedro Alessandri 557, Estadio Nacional, Ñuñoa, RM (Metropolitana)",450.000,,"0,29 UF/m²","0,26 UF/m²",52 m²,52 m²,2,1,1,,,,,,,
755,"Impecable, Estilo Mariposa",Departamento,Publicado hace 25 días,2021-07-01,"Seminario 600 - 900, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",500.000,,"0,32 UF/m²","0,32 UF/m²",52.21 m²,49.81 m²,2,2,1,,,,,,,
756,Departamento Remodelado ,Departamento,Publicado hace 25 días,2021-07-01,"Suecia 2700 - 3000, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",440.000,,"0,25 UF/m²","0,26 UF/m²",59 m²,59 m²,2,1,,,,,,,,
757,Gerona / Municipalidad Ñuñoa - Metro Chile-españa,Departamento,Publicado hace 25 días,2021-07-01,"Gerona 3300 - 3600, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",380.000,,"0,33 UF/m²","0,31 UF/m²",39 m²,36 m²,1,1,1,,,,,,,
758,"Duplex, Amoblado, Gran Terraza, Estacionamiento, Bodega",Departamento,Publicado hace 25 días,2021-07-01,"Vicuña Mackenna 600 - 900, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",510.000,,"0,35 UF/m²","0,31 UF/m²",49 m²,40 m²,1,1,1,80000 CLP,1 años,,,,,
759,"Duplex, Gran Terraza, Estacionamiento, Metro,cocina Equipada",Departamento,Publicado hace 24 días,2021-07-01,"Vicuña Mackenna 682, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",440.000,,"0,3 UF/m²","0,31 UF/m²",49 m²,40 m²,1,1,1,80000 CLP,,,,,,
760,"Nuevo, Metro Plaza Egaña",Departamento,Publicado hace 24 días,2021-07-01,"Irarrázaval 5100 - 5400, Plaza Egaña, Ñuñoa, RM (Metropolitana)",380.000,,"0,36 UF/m²","0,31 UF/m²",36 m²,33 m²,1,1,1,,,,,,,
761,Metro Príncipe De Gales,Departamento,Publicado hace 24 días,2021-07-01,"Amapolas 5400 - 5700, Amapolas, Ñuñoa, RM (Metropolitana)",550.000,,"0,26 UF/m²","0,25 UF/m²",72 m²,68 m²,2,2,1,,,,,,,
