,titulo,tipo_propiedad,dias_publicacion,fecha_extracción,ubicacion,valor_A,valor_B,valor_m2_prop,valor_m2_comuna,Superficie total,Superficie útil,Dormitorios,Baños,Estacionamientos,Gastos comunes,Antigüedad,Cantidad de pisos,Ambientes,Bodegas,Orientación
757,Casa En Arriendo De 9 Dormitorios En La Reina,Casa,,2021-07-01,"Casa Comercial Con 3 Departamentos Independientes Arrieta Con Dragones De La Reina, Francisco de Villagra, La Reina, RM (Metropolitana)",3.600.000,,"0,13 UF/m²",,929 m²,360 m²,9,4,8,,,,,,
758,Casa En Arriendo De 4 Dorm. En Las Condes,Casa,,2021-07-01,"Exclusivo Departamento Con Jardín. Camino La Fuente/charles Hamilton, Los Dominicos, Las Condes, RM (Metropolitana)",105,3.119.844,"0,5 UF/m²",,209 m²,236 m²,4,5,3,1300000 CLP,,,,,
759,Casa En Arriendo De 4 Dorm. En Las Condes,Casa,,2021-07-01,"Exclusivo Departamento Con Jardín. Camino La Fuente/charles Hamilton, Los Dominicos, Las Condes, RM (Metropolitana)",120,3.565.536,"0,28 UF/m²",,431 m²,263 m²,4,5,3,1400 CLP,,,,,
760,Casa En Arriendo De 6 Dorm. En Vitacura,Casa,Publicado hace 2 meses,2021-07-01,"Santa María Manquehue. Colegio San Benito, Santa María de Manquehue, Vitacura, RM (Metropolitana)",5.500.000,,"0,12 UF/m²","0,1 UF/m²",1580 m²,630 m²,6,6,9,,,,,,
761,Camino Las Flores / Camino La Fuente,Casa,,2021-07-01,"Camino Las Flores / Camino La Fuente, Los Dominicos, Las Condes, RM (Metropolitana)",4.500.000,,"0,21 UF/m²","0,17 UF/m²",732 m²,400 m²,4,4,2,400000 CLP,,2,6,,
762,Casa En Arriendo De 4 Dorm. En Lo Barnechea,Casa,Publicado hace 2 meses,2021-07-01,"Exquisita Casa Condominio Los Misioneros, Remodelada, La Dehesa, Lo Barnechea, RM (Metropolitana)",95,2.822.716,"0,14 UF/m²","0,14 UF/m²",675 m²,267 m²,4,3,3,165000 CLP,,,,,
763,Casa En Arriendo De 4 Dorm. En Lo Barnechea,Casa,Publicado hace 2 meses,2021-07-01,"Exquisita Casa Condominio Los Misioneros, Remodelada, La Dehesa, Lo Barnechea, RM (Metropolitana)",95,2.822.716,"0,14 UF/m²","0,14 UF/m²",675 m²,267 m²,4,3,3,165000 CLP,,,,,
764,Dominicos Antiguo,Casa,Publicado hace 2 meses,2021-07-01,"Dominicos Antiguo, Los Dominicos, Las Condes, RM (Metropolitana)",199,5.912.847,"0,06 UF/m²","0,1 UF/m²",3100 m²,650 m²,5,4,12,,,,7,3,NOR ORIENTE
765,Casa En Arriendo De 5 Dorm. En Vitacura,Casa,,2021-07-01,"Nueva A Estrenar: Lo Curro / Vía Roja, Lo Curro, Vitacura, RM (Metropolitana)",4.500.000,,"0,09 UF/m²","0,1 UF/m²",1800 m²,400 m²,5,4,6,,,,,,
766,Arriendo Casa Camino Farellones 240mt2,Casa,Publicado hace 2 meses,2021-07-01,"Pastor Fernández 20380, Camino a Farellones, Lo Barnechea, RM (Metropolitana)",1.800.000,,"0,02 UF/m²",,2800 m²,240 m²,4,2,2,,14 años,,,,
767,Casa En Valle Escondido,Casa,Publicado hace 2 meses,2021-07-01,"Casa En Valle Escondido, Valle Escondido, Lo Barnechea, RM (Metropolitana)",5.000.000,,"0,08 UF/m²","0,11 UF/m²",2040 m²,500 m²,5,5,6,240000 CLP,10 años,,,,
768,Casa En Arriendo De 5 Dorm. En Curacaví,Casa,Publicado hace 2 meses,2021-07-01,"La Aurora, Curacaví, RM (Metropolitana)",100,2.971.280,"0,02 UF/m²",,5000 m²,300 m²,5,4,5,,,,,,
769,Jardin Del Este,Casa,,2021-07-01,"Jardin Del Este, Borde Río - Casa Piedra, Vitacura, RM (Metropolitana)",4.400.000,,"0,13 UF/m²","0,1 UF/m²",1150 m²,550 m²,4,4,4,,,2,6,1,
770,Jardin Del Este,Casa,,2021-07-01,"Jardin Del Este, Borde Río - Casa Piedra, Vitacura, RM (Metropolitana)",4.400.000,,"0,13 UF/m²","0,1 UF/m²",1150 m²,550 m²,4,4,4,,,2,6,1,
771,Santa Maria Manquehue Plano,Casa,Publicado hace 2 meses,2021-07-01,"Santa Maria Manquehue Plano, Santa María de Manquehue, Vitacura, RM (Metropolitana)",4.500.000,,"0,15 UF/m²",,1000 m²,260 m²,3,4,4,,,2,5,,NORTE
772,Pie Andino /los Bravos ,Casa,,2021-07-01,"Pie Andino /los Bravos, Los Trapenses, Lo Barnechea, RM (Metropolitana)",3.680.000,,"0,15 UF/m²","0,16 UF/m²",820 m²,315 m²,4,5,2,170000 CLP,,,6,1,
773,"Piedra Roja, P Sergio Correa, Jardinero Y Pisciner Incluidos",Casa,Publicado hace 2 meses,2021-07-01,"Piedra Roja, P Sergio Correa, Jardinero Y Pisciner Incluidos, Chicureo, Colina, RM (Metropolitana)",1.500.000,,"0,1 UF/m²",,500 m²,140 m²,5,4,2,,,1,7,,
774,Casa En Arriendo En Providencia,Casa,Publicado hace 2 meses,2021-07-01,"Casa, Oficina En Providencia, Pedro de Valdivia, Providencia, RM (Metropolitana)",125,3.714.100,,,500 m²,300 m²,,,,,,,,,
775,Casa En Arriendo En Las Condes,Casa,Publicado hace 2 meses,2021-07-01,"Espectacular Casa Comercial, Barrio El Golf, Las Condes, RM (Metropolitana)",350,10.399.479,,,892 m²,871 m²,,,,,,,,,
776,La Cumbre,Casa,Publicado hace 2 meses,2021-07-01,"La Cumbre, Santa María de Manquehue, Vitacura, RM (Metropolitana)",150,4.456.920,"0,12 UF/m²","0,1 UF/m²",1227 m²,567 m²,4,4,,,,,6,,
777,Casa En Arriendo De 5 Dorm. En Vitacura,Casa,Publicado hace 2 meses,2021-07-01,"Francisco De Aguirre / Juan Bautista Pastene, Parque Bicentenario, Vitacura, RM (Metropolitana)",125,3.714.100,"0,07 UF/m²","0,1 UF/m²",1781 m²,370 m²,5,5,8,,,,,,
778,Casa En Arriendo De 5 Dorm. En Vitacura,Casa,Publicado hace 2 meses,2021-07-01,"Nueva Costanera-cerca Bicentenario Y Candelaria Goyenechea, Parque Bicentenario, Vitacura, RM (Metropolitana)",125,3.714.100,"0,3 UF/m²",,420 m²,1700 m²,5,5,,,,,,,
779,Casa En Arriendo 5 H 3 B. Providencia (sólo A Institucion...,Casa,,2021-07-01,"Granaderos, Manuel Montt, Providencia, RM (Metropolitana)",1.000.000,,"0,16 UF/m²",,210 m²,210 m²,5,3,1,,30 años,,,,
780,Casa En Arriendo De 7 Dorm. En Vitacura,Casa,Publicado hace 2 meses,2021-07-01,"Santa María De Manquehue / Costanera Norte, Santa María de Manquehue, Vitacura, RM (Metropolitana)",200,5.942.559,"0,17 UF/m²","0,1 UF/m²",1212 m²,519.8 m²,7,8,6,,,,,,
781,Departamento De Lujo Con Normas De Seguridad Diplomática ...,Casa,Publicado hace 2 meses,2021-07-01,"Av. Presidente Riesco, Barrio El Golf, Las Condes, RM (Metropolitana)",300,8.913.839,"0,38 UF/m²","0,17 UF/m²",800 m²,750 m²,5,8,4,1200 CLP,22 años,,,,
782,Casa En Arriendo De 4 Dorm. En La Florida,Casa,Publicado hace 2 meses,2021-07-01,"Metro Rojas Magallanes - Paradero 19 V. Mackenna, Rojas Magallanes, La Florida, RM (Metropolitana)",33,988.842,"0,13 UF/m²",,256.45 m²,99.8 m²,4,2,,,,,,,
783,Casa En Arriendo De 4 Dorm. En Colina,Casa,Publicado hace 2 meses,2021-07-01,"General San Martin, Chicureo, Colina, RM (Metropolitana)",81,2.406.737,"0,01 UF/m²","0,03 UF/m²",7400 m²,440 m²,4,5,20,150000 CLP,,,,,
784,"Arriendo, Casa, Providencia. 15d/6b",Casa,Publicado hace 2 meses,2021-07-01,"Metro Salvador // Condell // Edificio Comercial, Salvador, Providencia, RM (Metropolitana)",165,4.902.612,"0,33 UF/m²",,507.6 m²,549.4 m²,15,6,,,,,,,
785,Casa 7d/8b En Santa Maria De Manquehue,Casa,Publicado hace 2 meses,2021-07-01,"Antilhue,, Santa María de Manquehue, Vitacura, RM (Metropolitana)",4.000.000,,"0,12 UF/m²","0,1 UF/m²",1090 m²,480 m²,7,8,3,,,2,,,
786,"Gran Casa En Excelente Estado, Ideal Centro Medico O Similar",Casa,Publicado hace 1 meses,2021-07-01,"Miguel Claro, Providencia, Chile, Providencia, RM (Metropolitana)",75,2.228.460,"0,12 UF/m²",,640 m²,350 m²,6,4,7,,,2,,,
787,Latadía / El Pillán,Casa,Publicado hace 59 días,2021-07-01,"El Pillan 1500 - 1800, Las Condes, Chile, Parque Padre Alberto Hurtado, Las Condes, RM (Metropolitana)",1.600.000,,"0,13 UF/m²",,400 m²,170 m²,6,4,4,,,1,,,NP
788,Santa Maria De Manquehue,Casa,Publicado hace 58 días,2021-07-01,"Santa Maria De Manquehue, Santa María de Manquehue, Vitacura, RM (Metropolitana)",3.500.000,,"0,18 UF/m²","0,17 UF/m²",670 m²,320 m²,5,5,3,,,,7,,
789,"Casa En Providencia Tres Habitaciones, 120 M2.",Casa,Publicado hace 58 días,2021-07-01,"Clemente Fabres, Providencia, Chile, Barrio Italia, Providencia, RM (Metropolitana)",900.000,,"0,25 UF/m²",,120 m²,120 m²,3,4,1,,,2,,,S
790,Casa 4 Dormitorios,Casa,Publicado hace 58 días,2021-07-01,"Paula Jaraquemada 314, La Reina, Región Metropolitana, Chile, Blest Gana, La Reina, RM (Metropolitana)",1.400.000,,"0,17 UF/m²",,275 m²,165 m²,4,3,3,0 CLP,25 años,2,,,NP
791,Casa Mediterránea Interior Condominio Trapenses,Casa,Publicado hace 58 días,2021-07-01,"Casa Mediterránea Interior Condominio Trapenses, Los Trapenses, Lo Barnechea, RM (Metropolitana)",3.200.000,,"0,16 UF/m²","0,15 UF/m²",690 m²,255 m²,5,5,3,150000 CLP,,2,7,,NORTE
792,Casa De Dos Pisos Y Cuatro Dormitorios ,Casa,Publicado hace 58 días,2021-07-01,"Itata 182, Ñuñoa, Chile, Villa Frei, Ñuñoa, RM (Metropolitana)",1.600.000,,"0,14 UF/m²",,380 m²,250 m²,4,2,1,,,2,,,
793,Estupenda Casa Chilena En Santa Blanca,Casa,,2021-07-01,"La Dehesa, Lo Barnechea, RM (Metropolitana)",2.800.000,,"0,17 UF/m²","0,15 UF/m²",550 m²,250 m²,6,5,5,,,,,,N
794,Estupenda Casa Chilena En Santa Blanca,Casa,,2021-07-01,"La Dehesa, Lo Barnechea, RM (Metropolitana)",2.800.000,,"0,17 UF/m²","0,15 UF/m²",550 m²,250 m²,6,5,5,,,,,,N
795,Santa María De Manquehue,Casa,Publicado hace 57 días,2021-07-01,"Santa María De Manquehue, Santa María de Manquehue, Vitacura, RM (Metropolitana)",5.800.000,,"0,11 UF/m²","0,1 UF/m²",1700 m²,620 m²,5,4,8,,,,7,,
796,Mediterránea En Condominio - Los Bravos.,Casa,Publicado hace 57 días,2021-07-01,"Av. Paseo Los Bravos, Los Trapenses, Lo Barnechea, RM (Metropolitana)",100,2.971.280,"0,14 UF/m²","0,14 UF/m²",694 m²,269 m²,4,3,3,,13 años,,8,,
797,Casa En Arriendo De 5 Dorm. En Talagante,Casa,Publicado hace 57 días,2021-07-01,"Santa Adriana - Autopista Del Sol, Santa Adriana, Talagante, RM (Metropolitana)",1.800.000,,"0,01 UF/m²",,5000 m²,300 m²,5,4,12,,,,,,
798,Arriendo Hermosa Casa En Providencia Sector Bilbao Salvador ,Casa,Publicado hace 56 días,2021-07-01,"Av. Francisco Bilbao 600 - 900, Providencia, Chile, Barrio Italia, Providencia, RM (Metropolitana)",65,1.931.332,"0,16 UF/m²",,394 m²,335 m²,9,4,6,0 CLP,80 años,2,,,N
799,Casa En Condominio Residencial / La Reina,Casa,Publicado hace 56 días,2021-07-01,"Talinay,, La Reina Alta, La Reina, RM (Metropolitana)",2.200.000,,"0,07 UF/m²",,1000 m²,220 m²,6,3,5,86000 CLP,,,14,,
800,Casa En Arriendo De 10 Dorm. En Providencia,Casa,Publicado hace 56 días,2021-07-01,"Seminario // Ricardo Matte Pérez, Plaza Italia, Providencia, RM (Metropolitana)",80,2.377.024,"0,16 UF/m²",,500 m²,362 m²,10,3,6,,,,,,
801,Casa En Arriendo De 15 Dorm. En Providencia,Casa,Publicado hace 56 días,2021-07-01,"Ricardo Matte Pérez // Seminario, Plaza Italia, Providencia, RM (Metropolitana)",120,3.565.536,"0,31 UF/m²",,385 m²,365 m²,15,4,2,,,,,,
802,Casa En Arriendo De 8 Dorm. En Providencia,Casa,Publicado hace 56 días,2021-07-01,"Seminario // Rancagua, Barrio Italia, Providencia, RM (Metropolitana)",70,2.079.896,"0,25 UF/m²",,275 m²,270 m²,8,3,2,,,,,,
803,Casa En Arriendo De 15 Dorm. En Providencia,Casa,Publicado hace 56 días,2021-07-01,"Cercano Calle Rancagua, Plaza Italia, Providencia, RM (Metropolitana)",220,6.536.815,"0,34 UF/m²",,640 m²,550 m²,15,5,10,,,,,,
804,Casa En Arriendo De 10 Dormitorios En La Reina,Casa,Publicado hace 56 días,2021-07-01,"Las Perdices, Carlos Ossandón, La Reina, RM (Metropolitana)",135,4.011.228,"0,17 UF/m²",,800 m²,222 m²,10,4,6,,,,,,
805,Casa En Arriendo De 4 Dorm. En Lo Barnechea,Casa,Publicado hace 56 días,2021-07-01,"Gran Casa Colonial Los Trapenses, Los Trapenses, Lo Barnechea, RM (Metropolitana)",95,2.822.716,"0,07 UF/m²","0,11 UF/m²",1410 m²,500 m²,4,5,6,,,,,,
806,Casa En Arriendo De 5 Dormitorios En Vitacura,Casa,Publicado hace 56 días,2021-07-01,"Santa Maria De Manquehue Vitacura, Santa María de Manquehue, Vitacura, RM (Metropolitana)",4.500.000,,"0,14 UF/m²","0,1 UF/m²",1100 m²,333 m²,5,4,3,,,,,,
807,Casa En Arriendo De 4 Dormitorios En La Reina,Casa,Publicado hace 56 días,2021-07-01,"Avenida Larrain A Pasos De Tobalaba, Metro Simón Bolivar, La Reina, RM (Metropolitana)",95,2.822.716,"0,23 UF/m²",,420 m²,163 m²,4,4,6,,,,,,
808,Casa En Arriendo De 4 Dorm. En San Bernardo,Casa,Publicado hace 56 días,2021-07-01,"Casa Amplia, Antigua Remodelada! Cercana A Estación Metrotren San Bernardo, San Bernardo, RM (Metropolitana)",1.100.000,,"0,09 UF/m²",,412 m²,257 m²,4,3,4,,,,,,
809,Casa Amoblada P/2 Personas-santiago Centro,Casa,Publicado hace 55 días,2021-07-01,"Avenida Santa Rosa 264, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)",325.000,,"0,55 UF/m²",,20 m²,20 m²,1,1,,0 CLP,1 años,1,,,
810,Casa En Arriendo José Zapiola,Casa,Publicado hace 52 días,2021-07-01,"José Zapiola 8700 - 9000, La Reina, Chile, Carlos Ossandón, La Reina, RM (Metropolitana)",1.250.000,,"0,13 UF/m²",,340 m²,188 m²,5,3,2,0 CLP,,2,,,
811,Santa Maria De Manquehue,Casa,,2021-07-01,"Santa Maria De Manquehue, Santa María de Manquehue, Vitacura, RM (Metropolitana)",4.300.000,,"0,13 UF/m²","0,1 UF/m²",1100 m²,420 m²,5,5,4,,,,6,1,NOR PONIENTE
812,Santa Maria De Manquehue,Casa,,2021-07-01,"Santa Maria De Manquehue, Santa María de Manquehue, Vitacura, RM (Metropolitana)",4.300.000,,"0,13 UF/m²","0,1 UF/m²",1100 m²,420 m²,5,5,4,,,,6,1,NOR PONIENTE
813,Casa En Arriendo De 4 Dorm. En Colina,Casa,Publicado hace 52 días,2021-07-01,"Piedra Roja, Chicureo, Colina, RM (Metropolitana)",3.400.000,,"0,13 UF/m²","0,1 UF/m²",903.97 m²,311 m²,4,4,2,150000 CLP,,,,,
814,"Estupenda Casa Sector Piedra Roja, Sin Piscina",Casa,Publicado hace 52 días,2021-07-01,"Estupenda Casa Sector Piedra Roja, Sin Piscina, Chicureo, Colina, RM (Metropolitana)",2.300.000,,,,1100 m²,280 m²,5,,,,,,7,,
815,Hermosa Y Comoda Casa 2 Pisos 5 Dormitorios Barrio Tranquilo,Casa,Publicado hace 51 días,2021-07-01,"Manuel Cruzat 2645, Providencia, Chile, Metro Bilbao, Providencia, RM (Metropolitana)",1.800.000,,"0,13 UF/m²","0,19 UF/m²",462 m²,250 m²,5,5,4,0 CLP,60 años,2,,,
816,"Casa En Gran Terreno , Cerca De Plazas Y Metro ",Casa,Publicado hace 51 días,2021-07-01,"Irlanda, Las Condes, Chile, Los Dominicos, Las Condes, RM (Metropolitana)",55,1.634.204,"0,09 UF/m²",,600 m²,200 m²,3,3,3,,30 años,1,,,
817,Casa En Arriendo De 4 Dorm. En Lo Barnechea,Casa,Publicado hace 50 días,2021-07-01,"Gran Vista, Los Trapenses, Lo Barnechea, RM (Metropolitana)",4.450.000,,"0,15 UF/m²",,972 m²,320 m²,4,3,2,,,,,,
818,Casa En Arriendo De 4 Dorm. En Ñuñoa,Casa,Publicado hace 50 días,2021-07-01,"A Una Cuadra De Plaza Ñuñoa, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",3.800.000,,"0,71 UF/m²",,180 m²,165 m²,4,5,,,,,,,
819,Casa En Arriendo De 5 Dorm. En Providencia,Casa,Publicado hace 50 días,2021-07-01,"Parque Bustamante/metro Baquedano, Plaza Italia, Providencia, RM (Metropolitana)",1.750.000,,0 UF/m²,,,180 m²,5,5,,,,,,,
820,Casa En Arriendo De 4 Dorm. En Lo Barnechea,Casa,Publicado hace 50 días,2021-07-01,"Los Trapenses, Los Trapenses, Lo Barnechea, RM (Metropolitana)",3.500.000,,"0,1 UF/m²","0,11 UF/m²",1200 m²,350 m²,4,4,3,,,,,,
821,Casa En Arriendo De 4 Dorm. En Isla De Maipo,Casa,,2021-07-01,"Calle Uno, Centro de Isla de Maipo, Isla De Maipo, RM (Metropolitana)",950.000,,"0,03 UF/m²",,966 m²,120 m²,4,3,5,,,,,,
822,Espectacular Casa De 3 Dormitorios En Pleno Corazón De Ñuñoa,Casa,Publicado hace 49 días,2021-07-01,"Villoslava 668, Ñuñoa, Chile, Estadio Nacional, Ñuñoa, RM (Metropolitana)",1.100.000,,"0,12 UF/m²",,300 m²,165 m²,4,3,4,0 CLP,,1,,,NOSP
823,Vanguardista Casa En Lo Curro,Casa,Publicado hace 49 días,2021-07-01,"Vía Celeste, Lo Curro, Vitacura, RM (Metropolitana)",152,4.516.345,"0,08 UF/m²","0,1 UF/m²",2000 m²,350 m²,4,4,8,,7 años,,10,,
824,La Dehesa - Condominio,Casa,Publicado hace 49 días,2021-07-01,"Bernardo Larraín Cotapos 12900 - 13200, La Dehesa, Lo Barnechea, RM (Metropolitana)",180,5.348.304,"0,23 UF/m²",,800 m²,400 m²,4,3,2,,,,,,
825,Casa En Arriendo En Providencia,Casa,Publicado hace 48 días,2021-07-01,"Dardignac, Bellavista, Providencia, RM (Metropolitana)",6.000.000,,,,276 m²,520 m²,,4,,,,,,,
826,Casa En Arriendo De 5 Dormitorios En Las Condes,Casa,Publicado hace 48 días,2021-07-01,"Mal Sport, Quinchamalí, Las Condes, RM (Metropolitana)",6.000.000,,"0,16 UF/m²","0,1 UF/m²",1300 m²,400 m²,5,5,5,,,,,,
827,Casa En Arriendo De 4 Dormitorios En Ñuñoa,Casa,Publicado hace 48 días,2021-07-01,"Irarrazaval, Parque Juan XXIII, Ñuñoa, RM (Metropolitana)",2.000.000,,"0,01 UF/m²",,5445 m²,148 m²,4,3,2,,,,,,
828,Casa En Arriendo De 1 Dormitorio En Las Condes,Casa,Publicado hace 48 días,2021-07-01,"Se Arrienda Oficina A Pasos Del Metro Manquehue, Metro Manquehue - Apumanque, Las Condes, RM (Metropolitana)",460.000,,0 UF/m²,,,,1,1,,,,,,,
829,Casa En Arriendo De 4 Dorm. En Colina,Casa,Publicado hace 48 días,2021-07-01,"Condominio Los Treiles, Chicureo, Colina, RM (Metropolitana)",90,2.674.152,"0,02 UF/m²","0,03 UF/m²",5400 m²,330 m²,4,4,2,,,,,,
830,Casa En Arriendo De 1 Dorm. En Lo Barnechea,Casa,Publicado hace 48 días,2021-07-01,"Los Refugios - El Remanso, Lo Barnechea, RM (Metropolitana)",550.000,,0 UF/m²,,,50 m²,1,1,1,,,,,,
831,Casa En Arriendo De 4 Dormitorios En Lo Barnechea,Casa,Publicado hace 48 días,2021-07-01,"Sendero Las Lagunas / Valle Escondido, Valle Escondido, Lo Barnechea, RM (Metropolitana)",200,5.942.559,,,1550 m²,461 m²,4,,,,,,,,
832,Casa En Arriendo De 15 Dorm. En Providencia,Casa,Publicado hace 48 días,2021-07-01,"Eliodoro Yañez 2223, Los Leones, Providencia, RM (Metropolitana)",110,3.268.408,"0,24 UF/m²",,450 m²,400 m²,15,7,10,,,,,,
833,Casa En Arriendo De 5 Dormitorios En Vitacura,Casa,Publicado hace 48 días,2021-07-01,"Lo Curro, Lo Curro, Vitacura, RM (Metropolitana)",168,4.991.750,"0,03 UF/m²","0,1 UF/m²",5000 m²,700 m²,5,5,20,,,,,,
834,Casa En Arriendo De 5 Dormitorios En Las Condes,Casa,Publicado hace 48 días,2021-07-01,"Camino Otoñal / Colegio Redland, Los Dominicos, Las Condes, RM (Metropolitana)",175,5.199.740,,,3600 m²,475 m²,5,,,,,,,,
835,Casa En Arriendo De 4 Dormitorios En Ñuñoa,Casa,Publicado hace 48 días,2021-07-01,"Fénelon / Metro Plaza Egaña / Francisco De Villagra, Plaza Egaña, Ñuñoa, RM (Metropolitana)",1.500.000,,"0,27 UF/m²",,185 m²,140 m²,4,2,,,,,,,
836,Casa En Arriendo De 10 Dormitorios En Providencia,Casa,Publicado hace 48 días,2021-07-01,"Europa / Marchant Pereira / Pedro De Valdivia, Pedro de Valdivia, Providencia, RM (Metropolitana)",110,3.268.408,"0,24 UF/m²",,465 m²,425 m²,10,12,3,,,,,,
837,Casa En Arriendo De 10 Dorm. En La Reina,Casa,Publicado hace 48 días,2021-07-01,"Principe De Gales / Ossandón, Carlos Ossandón, La Reina, RM (Metropolitana)",119,3.535.823,"0,15 UF/m²",,799 m²,222 m²,10,3,10,,,,,,
838,Casa En Arriendo En Puente Alto,Casa,Publicado hace 48 días,2021-07-01,"Tocornal / Plaza Puente Alto, Plaza de Puente Alto, Puente Alto, RM (Metropolitana)",130,3.862.664,,,644 m²,200 m²,,,,,,,,,
839,Casa En Arriendo En Providencia,Casa,Publicado hace 48 días,2021-07-01,"Gral. Bustamante / Rancagua, Plaza Italia, Providencia, RM (Metropolitana)",80,2.377.024,,,300 m²,537 m²,,,3,,,,,,
840,Casa En Arriendo En Providencia,Casa,Publicado hace 48 días,2021-07-01,"Los Leones / Lota, Los Leones, Providencia, RM (Metropolitana)",190,5.645.431,,,493 m²,551.2 m²,,8,9,,,,,,
841,Casa En Arriendo De 4 Dormitorios En Lo Barnechea,Casa,Publicado hace 48 días,2021-07-01,"La Dehesa, Pie Andino, La Dehesa, Lo Barnechea, RM (Metropolitana)",110,3.268.408,"0,22 UF/m²",,500 m²,170 m²,4,3,2,,,,,,
842,Casa En Arriendo De 5 Dorm. En La Florida,Casa,,2021-07-01,"San Jose De La Estrella, Cercano A Avenida La Florida, San José de La Estrella, La Florida, RM (Metropolitana)",460.000,,"0,15 UF/m²",,106 m²,65 m²,5,2,1,,,,,,
843,Casa En Arriendo De 5 Dormitorios En Lo Barnechea,Casa,Publicado hace 47 días,2021-07-01,"Pedro Lira Urquieta /los Monseñores, Lo Barnechea, RM (Metropolitana)",380,11.290.863,"0,1 UF/m²",,4000 m²,680 m²,5,3,,,,,,,
844,Casa En Arriendo De 5 Dorm. En Lo Barnechea,Casa,Publicado hace 47 días,2021-07-01,"Golf De Manquehue, Los Trapenses, Lo Barnechea, RM (Metropolitana)",206,6.141.635,"0,09 UF/m²","0,11 UF/m²",2324 m²,600 m²,5,4,,,,,,,
845,Casa En Arriendo De 3 Dorm. En Las Condes,Casa,Publicado hace 47 días,2021-07-01,"Presidente Errázuriz-gertrudis Echeñique, Barrio El Golf, Las Condes, RM (Metropolitana)",190,5.645.431,"0,15 UF/m²",,1283 m²,366 m²,3,3,,,,,,,
846,"Casa En Excelente Estado, 300 M2 Edificado, 1.000 M2 Terreno",Casa,Publicado hace 47 días,2021-07-01,"Camino El Huinganal, Lo Barnechea, Chile, La Dehesa, Lo Barnechea, RM (Metropolitana)",115,3.416.972,"0,38 UF/m²",,300 m²,300 m²,3,2,2,,40 años,2,,,NOSP
847,Casa En Arriendo De 5 Dormitorios En Las Condes,Casa,Publicado hace 47 días,2021-07-01,"Dominicos Antiguo, Los Dominicos, Las Condes, RM (Metropolitana)",199,5.912.847,"0,06 UF/m²","0,1 UF/m²",3100 m²,650 m²,5,4,,,,,,,
848,Casa En Arriendo De 3 Dormitorios En Vitacura,Casa,Publicado hace 47 días,2021-07-01,"Santa María De Manquehue, Santa María de Manquehue, Vitacura, RM (Metropolitana)",136,4.065.899,"0,12 UF/m²",,1156 m²,518 m²,3,4,,,,,,,
849,Casa En Arriendo De 4 Dormitorios En Vitacura,Casa,Publicado hace 47 días,2021-07-01,"Via Verde, Lo Curro, Vitacura, RM (Metropolitana)",6.000.000,,"0,04 UF/m²","0,1 UF/m²",5100 m²,960 m²,4,5,,,,,,,
850,Casa En Arriendo De 4 Dorm. En Lo Barnechea,Casa,Publicado hace 47 días,2021-07-01,"Manquehue Oriente, Los Trapenses, Lo Barnechea, RM (Metropolitana)",120,3.565.536,"0,1 UF/m²",,1200 m²,350 m²,4,3,,,,,,,
851,Condominio La Llaveria,Casa,,2021-07-01,"Condominio La Llaveria, Los Trapenses, Lo Barnechea, RM (Metropolitana)",3.300.000,,"0,07 UF/m²",,1500 m²,300 m²,5,4,4,200000 CLP,,,7,1,
852,Condominio La Llaveria,Casa,,2021-07-01,"Condominio La Llaveria, Los Trapenses, Lo Barnechea, RM (Metropolitana)",3.300.000,,"0,07 UF/m²",,1500 m²,300 m²,5,4,4,200000 CLP,,,7,1,
853,Casa En Arriendo De 3 Dorm. En Vitacura,Casa,,2021-07-01,"Club De Polo/ Luis Carrera, Jardín Del Este, Vitacura, RM (Metropolitana)",2.100.000,,"0,24 UF/m²",,290 m²,160 m²,3,4,1,,,,,,
854,Obispo Salas / Condell,Casa,Publicado hace 46 días,2021-07-01,"Obispo Salas / Condell, Plaza Italia, Providencia, RM (Metropolitana)",100,2.971.280,"0,24 UF/m²",,420 m²,350 m²,6,4,5,,,2,6,3,OR
855,Se Arriendan Habitaciones En Casa 2 Piso,Casa,Publicado hace 45 días,2021-07-01,"Pasaje Max Jara 3, Macul, Chile, Pedrero - Estadio Monumental, Macul, RM (Metropolitana)",250.000,,"0,12 UF/m²",,70 m²,70 m²,4,2,,0 CLP,2021 años,1,,,
856,"Linda Y Familiar Casa, En Un Excelente Barrio",Casa,Publicado hace 44 días,2021-07-01,"Pasaje Isaias 300 - 600, Maipú, Chile, El Abrazo, Maipú, RM (Metropolitana)",550.000,,"0,16 UF/m²",,113 m²,85 m²,4,3,2,,8 años,2,,,
857,Casa En Arriendo De 20 Dorm. En Santiago,Casa,Publicado hace 44 días,2021-07-01,"Palacio Mac Clure - República, Barrio República, Santiago, RM (Metropolitana)",150,4.456.920,"0,15 UF/m²",,1010 m²,981.6 m²,20,5,5,,,,,,
